,params,score
raw_data_10000_samples_fm_20000_tests_Prueba_21_Prueba_24_Prueba_27,"[{'n_kernels': 300, 'data': <featureExtraction.featureExtraction object at 0x7fd736c761d0>, 'alpha': 3.4000000000000004}]",51.2822241355703
