,params,score
raw_data_10000_samples_fm_20000_tests_Prueba_21_Prueba_24_Prueba_27,"[{'sparsity': 0.1, 'rho': 0.8000000000000003, 'n_states': 300, 'lr': 0.3, 'input_scale': 5, 'alpha': 0.0001, 'Win_scale': 150, 'Warmup': 100}]",0.9966235916265989
